Title,Time,Stock
100 startups participate in Maxis' Market Access Day | The Edge Markets,2019-12-12T23:50:12+08:00,maxis 
Berjaya Assets 3Q earnings sharply lower due to massive tax reversal a year ago | The Edge Markets,2018-05-21T20:42:42+08:00,bjasset 
Berjaya Assets 3Q earnings sharply lower due to massive tax reversal a year ago | The Edge Markets,2018-05-21T20:42:42+08:00,bjcorp 
Berjaya Assets to announce venture | The Edge Markets,2017-08-09T09:03:39+08:00,bjasset 
Berjaya Assets to announce venture | The Edge Markets,2017-08-09T09:03:39+08:00,bjcorp 
"Berjaya Assets consolidating, says AllianceDBS Research | The Edge Markets",2017-09-08T06:03:29+08:00,bjasset 
"Berjaya Assets consolidating, says AllianceDBS Research | The Edge Markets",2017-09-08T06:03:29+08:00,bjcorp 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,biohldg 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,talamt 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,bjasset 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,bjcorp 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,m&g 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,ibraco 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,deleum 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,pestech 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,advcon 
"Berjaya Assets, Deleum, Talam Transform, Pestech, Marine & General, Advancecon, Bioalpha, PDZ, Perisai, iDimension, Ibraco and Bison | The Edge Markets",2017-10-04T22:21:49+08:00,pdz 
Berjaya Assets may announce new venture with Asian auto brand in six months | The Edge Markets,2017-08-08T16:47:56+08:00,bjasset 
Berjaya Assets may announce new venture with Asian auto brand in six months | The Edge Markets,2017-08-08T16:47:56+08:00,bjcorp 
Berjaya Assets plans 2-for-1 share split | The Edge Markets,2017-09-07T10:06:57+08:00,bjasset 
Berjaya Assets plans 2-for-1 share split | The Edge Markets,2017-09-07T10:06:57+08:00,bjcorp 
Berjaya Assets proposes bonus warrants | The Edge Markets,2018-03-29T21:47:04+08:00,bjasset 
Berjaya Assets proposes bonus warrants | The Edge Markets,2018-03-29T21:47:04+08:00,bjcorp 
Berjaya Assets raises stake in Berjaya Food to 2% | The Edge Markets,2018-02-07T20:12:41+08:00,bjasset 
Berjaya Assets raises stake in Berjaya Food to 2% | The Edge Markets,2018-02-07T20:12:41+08:00,bjcorp 
Berjaya Assets raises stake in Berjaya Food to 2% | The Edge Markets,2018-02-07T20:12:41+08:00,bjfood 
Berjaya Assets sees 6.7% stake traded off market | The Edge Markets,2017-09-27T17:20:28+08:00,bjasset 
Berjaya Assets sees 6.7% stake traded off market | The Edge Markets,2017-09-27T17:20:28+08:00,bjcorp 
Berjaya Assets ups stake in 7-Eleven Malaysia to 4.63% | The Edge Markets,2018-01-12T10:06:30+08:00,bjasset 
Berjaya Assets ups stake in 7-Eleven Malaysia to 4.63% | The Edge Markets,2018-01-12T10:06:30+08:00,bjcorp 
Berjaya Assets ups stake in 7-Eleven Malaysia to 4.63% | The Edge Markets,2018-01-12T10:06:30+08:00,sem 
"Berjaya Corp active, falls 2.86% on second straight quarterly loss | The Edge Markets",2017-12-29T09:20:32+08:00,bjcorp 
"Berjaya Corp active, falls 6.3% following report of third straight quarterly loss | The Edge Markets",2018-04-02T11:14:46+08:00,bjcorp 
"Berjaya Corp active, rises 4.54% on return of Vincent Tan | The Edge Markets",2017-11-02T09:19:38+08:00,bjcorp 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,bjcorp 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,unisem 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,axreit 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,t7global 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,jiankun 
"Berjaya Corp, Axis REIT, Eden Inc, T7 Global, Unisem, Theta Edge and Jiankun International | The Edge Markets",2017-11-01T22:35:04+08:00,theta 
Berjaya Corp disposes of Chinese wastewater treatment firm | The Edge Markets,2017-09-15T19:13:59+08:00,bjcorp 
"Berjaya Corp, Diversified Gateway, Malaysia Marine and Heavy Engineering, Leader Steel, PMB, Press Metal | The Edge Markets",2017-11-07T13:07:49+08:00,bjcorp 
"Berjaya Corp, Diversified Gateway, Malaysia Marine and Heavy Engineering, Leader Steel, PMB, Press Metal | The Edge Markets",2017-11-07T13:07:49+08:00,mhb 
"Berjaya Corp, Diversified Gateway, Malaysia Marine and Heavy Engineering, Leader Steel, PMB, Press Metal | The Edge Markets",2017-11-07T13:07:49+08:00,pmetal 
"Berjaya Corp, Diversified Gateway, Malaysia Marine and Heavy Engineering, Leader Steel, PMB, Press Metal | The Edge Markets",2017-11-07T13:07:49+08:00,lsteel 
"Berjaya Corp ends FY18 in the red as impairment, unfavourable forex drag | The Edge Markets",2018-06-29T10:30:11+08:00,bjcorp 
Berjaya Corp founder Vincent Tan takes back chairman reins | The Edge Markets,2017-11-01T18:06:57+08:00,bjcorp 
"Berjaya Corp gapped up, says AllianceDBS Research | The Edge Markets",2017-11-03T07:05:51+08:00,bjcorp 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,mmccorp 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,bjcorp 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,misc 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,jaks 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,aeoncr 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,tagb 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,eita 
"Berjaya Corp, JAKS Resources, Star Media, Eita Resources, TA Global, MMC Corp, MISC and Aeon Credit Service | The Edge Markets",2018-03-06T22:48:55+08:00,star 
Berjaya Corp narrows 1Q net loss on lower tax expense | The Edge Markets,2017-09-29T10:07:27+08:00,bjcorp 
Berjaya Corp posts second straight quarterly loss in 2QFY18 | The Edge Markets,2017-12-28T18:49:55+08:00,bjcorp 
Berjaya Corp in the red for the third financial quarter | The Edge Markets,2018-03-30T20:23:49+08:00,bjcorp 
Berjaya Corp registers second straight quarterly loss in the second quarter | The Edge Markets,2017-12-29T11:22:10+08:00,bjcorp 
Berjaya Corp says 2Q net loss at RM146m | The Edge Markets,2017-12-28T17:33:51+08:00,bjcorp 
Berjaya Corp sells wastewater treatment asset in China for RM266 mil | The Edge Markets,2018-03-06T22:10:21+08:00,bjcorp 
Berjaya Corp subsidiary REDtone optimistic of posting FY18 profit | The Edge Markets,2017-10-05T14:14:06+08:00,redtone 
Berjaya Corp subsidiary REDtone optimistic of posting FY18 profit | The Edge Markets,2017-10-05T14:14:06+08:00,bjcorp 
"Berjaya Corp trending sideways, says AllianceDBS Research | The Edge Markets",2018-01-12T06:05:10+08:00,bjcorp 
"Berjaya Food 1Q net profit up 17%, pays one sen dividend | The Edge Markets",2018-09-18T18:23:16+08:00,bjcorp 
"Berjaya Food 1Q net profit up 17%, pays one sen dividend | The Edge Markets",2018-09-18T18:23:16+08:00,bjfood 
"Berjaya Food 2Q net profit lifted by improved Starbucks ops, lower Kenny Rogers Roasters losses | The Edge Markets",2017-12-14T09:39:14+08:00,bjcorp 
"Berjaya Food 2Q net profit lifted by improved Starbucks ops, lower Kenny Rogers Roasters losses | The Edge Markets",2017-12-14T09:39:14+08:00,bjfood 
Berjaya Food on the brink of turnaround | The Edge Markets,2017-08-21T09:56:45+08:00,bjcorp 
Berjaya Food on the brink of turnaround | The Edge Markets,2017-08-21T09:56:45+08:00,bjfood 
Berjaya Food to continue adding Starbucks outlets | The Edge Markets,2017-12-15T09:24:55+08:00,bjcorp 
Berjaya Food to continue adding Starbucks outlets | The Edge Markets,2017-12-15T09:24:55+08:00,bjfood 
Berjaya Food core franchise profit growth likely sustainale | The Edge Markets,2018-06-25T11:16:57+08:00,bjcorp 
Berjaya Food core franchise profit growth likely sustainale | The Edge Markets,2018-06-25T11:16:57+08:00,bjfood 
Berjaya Food exits loss-making Kenny Rogers business in Indonesia | The Edge Markets,2017-11-24T22:02:38+08:00,bjcorp 
Berjaya Food exits loss-making Kenny Rogers business in Indonesia | The Edge Markets,2017-11-24T22:02:38+08:00,bjfood 
Berjaya Food prospects promising backed by Starbucks-driven growth | The Edge Markets,2018-03-19T10:37:25+08:00,bjcorp 
Berjaya Food prospects promising backed by Starbucks-driven growth | The Edge Markets,2018-03-19T10:37:25+08:00,bjfood 
Berjaya Food reinstated buy at AmInvestment Bank | The Edge Markets,2018-09-04T10:13:06+08:00,bjcorp 
Berjaya Food reinstated buy at AmInvestment Bank | The Edge Markets,2018-09-04T10:13:06+08:00,bjfood 
Berjaya Food returns to black in 4Q on Starbucks boost | The Edge Markets,2018-06-21T19:24:14+08:00,bjcorp 
Berjaya Food returns to black in 4Q on Starbucks boost | The Edge Markets,2018-06-21T19:24:14+08:00,bjfood 
"Berjaya Food sees better 1Q profit with more cafes in operation, declares 1 sen dividend | The Edge Markets",2017-09-15T20:02:31+08:00,bjcorp 
"Berjaya Food sees better 1Q profit with more cafes in operation, declares 1 sen dividend | The Edge Markets",2017-09-15T20:02:31+08:00,bjfood 
Berjaya Food slips into the red in 3QFY18 on disposal loss | The Edge Markets,2018-03-15T19:05:36+08:00,bjcorp 
Berjaya Food slips into the red in 3QFY18 on disposal loss | The Edge Markets,2018-03-15T19:05:36+08:00,bjfood 
Berjaya Food upgraded to buy at Maybank; price target RM1.70 | The Edge Markets,2018-09-19T10:05:15+08:00,bjcorp 
Berjaya Food upgraded to buy at Maybank; price target RM1.70 | The Edge Markets,2018-09-19T10:05:15+08:00,bjfood 
Berjaya Group wants to build airport in Tioman | The Edge Markets,2018-06-07T19:59:33+08:00,bjcorp 
Berjaya Hotels breaks new ground to unlock fatter margins | The Edge Markets,2017-08-08T16:00:00+08:00,bjcorp 
Berjaya Hotels brings Tink Labs' Handy phone to Malaysia | The Edge Markets,2017-08-10T19:31:27+08:00,bjcorp 
Berjaya Land chalks up fourth straight quarterly net profit | The Edge Markets,2017-09-25T21:28:01+08:00,bjcorp 
Berjaya Land chalks up fourth straight quarterly net profit | The Edge Markets,2017-09-25T21:28:01+08:00,bjland 
Berjaya Land dips 3.85% on poor 2Q earnings | The Edge Markets,2017-12-21T09:35:48+08:00,bjcorp 
Berjaya Land dips 3.85% on poor 2Q earnings | The Edge Markets,2017-12-21T09:35:48+08:00,bjland 
"Berjaya Land ends FY18 in the red as forex rates, Sports Toto drag | The Edge Markets",2018-06-27T19:13:14+08:00,bjcorp 
"Berjaya Land ends FY18 in the red as forex rates, Sports Toto drag | The Edge Markets",2018-06-27T19:13:14+08:00,bjland 
Berjaya Land exits long-delayed Vietnam financial centre project | The Edge Markets,2018-06-05T09:42:05+08:00,bjcorp 
Berjaya Land exits long-delayed Vietnam financial centre project | The Edge Markets,2018-06-05T09:42:05+08:00,bjland 
Berjaya Land exits long-delayed Vietnam financial centre project | The Edge Markets,2018-06-04T18:51:06+08:00,bjcorp 
Berjaya Land exits long-delayed Vietnam financial centre project | The Edge Markets,2018-06-04T18:51:06+08:00,bjland 
Berjaya Land sells 0.9% stake in 7-Eleven for RM14.9m | The Edge Markets,2017-10-24T09:39:56+08:00,bjcorp 
Berjaya Land sells 0.9% stake in 7-Eleven for RM14.9m | The Edge Markets,2017-10-24T09:39:56+08:00,bjland 
Berjaya Land sells 0.9% stake in 7-Eleven for RM14.9m | The Edge Markets,2017-10-23T19:44:04+08:00,bjcorp 
Berjaya Land sells 0.9% stake in 7-Eleven for RM14.9m | The Edge Markets,2017-10-23T19:44:04+08:00,bjland 
Berjaya Land swings into a net loss in 3Q | The Edge Markets,2018-03-22T22:52:25+08:00,bjcorp 
Berjaya Land swings into a net loss in 3Q | The Edge Markets,2018-03-22T22:52:25+08:00,bjland 
Berjaya Land targets RM1b sales annually | The Edge Markets,2018-04-16T09:22:44+08:00,bjcorp 
Berjaya Land targets RM1b sales annually | The Edge Markets,2018-04-16T09:22:44+08:00,bjland 
Berjaya Land unit submits arbitration notice to recover sum from China mall sale | The Edge Markets,2018-01-19T20:41:21+08:00,bjcorp 
Berjaya Land unit submits arbitration notice to recover sum from China mall sale | The Edge Markets,2018-01-19T20:41:21+08:00,bjland 
"Berjaya Land wins judicial review, to proceed with construction of new Selangor Turf Club | The Edge Markets",2017-11-10T22:40:28+08:00,bjcorp 
"Berjaya Land wins judicial review, to proceed with construction of new Selangor Turf Club | The Edge Markets",2017-11-10T22:40:28+08:00,bjland 
Berjaya Media eyes diversification into new businesses | The Edge Markets,2017-09-29T10:03:15+08:00,bjcorp 
Berjaya Media eyes diversification into new businesses | The Edge Markets,2017-09-29T10:03:15+08:00,bjmedia 
Berjaya Media eyes diversification into new businesses | The Edge Markets,2017-09-28T20:46:36+08:00,bjcorp 
Berjaya Media eyes diversification into new businesses | The Edge Markets,2017-09-28T20:46:36+08:00,bjmedia 
Berjaya Media given time till December to submit regularisation plan | The Edge Markets,2018-07-27T13:23:31+08:00,bjcorp 
Berjaya Media given time till December to submit regularisation plan | The Edge Markets,2018-07-27T13:23:31+08:00,bjmedia 
Berjaya Media given time until December to submit regularisation plan | The Edge Markets,2018-07-27T13:13:57+08:00,bjcorp 
Berjaya Media given time until December to submit regularisation plan | The Edge Markets,2018-07-27T13:13:57+08:00,bjmedia 
Berjaya Media narrows net loss in 4Q | The Edge Markets,2018-06-26T20:11:40+08:00,bjcorp 
Berjaya Media narrows net loss in 4Q | The Edge Markets,2018-06-26T20:11:40+08:00,bjmedia 
Berjaya Media says it’s still looking to formulate a regularisation plan | The Edge Markets,2018-01-02T19:27:37+08:00,bjcorp 
Berjaya Media says it’s still looking to formulate a regularisation plan | The Edge Markets,2018-01-02T19:27:37+08:00,bjmedia 
Berjaya Media still in the midst of formulating regularisation plan | The Edge Markets,2018-08-01T21:03:25+08:00,bjcorp 
Berjaya Media still in the midst of formulating regularisation plan | The Edge Markets,2018-08-01T21:03:25+08:00,bjmedia 
Berjaya Philippines buys more 7-Eleven Malaysia shares for RM9.6m | The Edge Markets,2018-09-05T12:45:42+08:00,bjcorp 
Berjaya Philippines buys more 7-Eleven Malaysia shares for RM9.6m | The Edge Markets,2018-09-05T12:45:42+08:00,sem 
Berjaya Philippines files injunction to stop lottery equipment bidding | The Edge Markets,2017-08-16T10:04:57+08:00,bjcorp 
Berjaya Philippines gets injunction to stop lottery equipment bidding in Luzon | The Edge Markets,2017-08-15T22:29:01+08:00,bjcorp 
"Berjaya Sports Toto 3Q net profit up 24%, pays 4 sen dividend | The Edge Markets",2018-03-16T18:32:23+08:00,bjtoto 
"Berjaya Sports Toto 3Q net profit up 24%, pays 4 sen dividend | The Edge Markets",2018-03-16T18:32:23+08:00,bjcorp 
Berjaya Sports Toto faces competition from illegal NFOs | The Edge Markets,2017-09-25T10:44:21+08:00,bjtoto 
Berjaya Sports Toto faces competition from illegal NFOs | The Edge Markets,2017-09-25T10:44:21+08:00,bjcorp 
Berjaya Sports Toto’s Malaysian ops holding up | The Edge Markets,2018-03-20T10:08:55+08:00,bjtoto 
Berjaya Sports Toto’s Malaysian ops holding up | The Edge Markets,2018-03-20T10:08:55+08:00,bjcorp 
Berjaya's Chryseis Tan active in work-in-progress Four Seasons Okinawa — report | The Edge Markets,2018-03-07T16:15:04+08:00,bjcorp 
Berjaya’s Chryseis Tan weds Naza’s Faliq Nasimuddin today | The Edge Markets,2018-02-02T16:06:20+08:00,bjcorp 
"Bermaz Auto up 3% firm 4Q earnings, dividend | The Edge Markets",2018-06-13T09:33:44+08:00,bauto 
"Bermaz Auto expected to still deliver 1,000-1,100 units per month | The Edge Markets",2018-08-14T11:11:43+08:00,bauto 
Bermaz Auto expects better sales in 2H for new Mazda CX-5 | The Edge Markets,2017-12-12T10:51:28+08:00,bauto 
Bermaz Auto profit more than doubles in 4Q | The Edge Markets,2018-06-13T10:35:46+08:00,bauto 
Bermaz Auto profit seen remaining strong in 4Q | The Edge Markets,2018-03-14T10:40:41+08:00,bauto 
Bermaz Auto reports lowest quarterly earnings since 2013 IPO | The Edge Markets,2017-09-12T08:54:27+08:00,bauto 
Bermaz Auto reports lowest quarterly earnings since 2013 IPO | The Edge Markets,2017-09-11T19:09:07+08:00,bauto 
Bermaz Auto sees solid bookings for new CX5 | The Edge Markets,2017-10-02T10:06:23+08:00,bauto 
"Bermaz Auto sees strong start to FY19, pays 2.5 sen dividend | The Edge Markets",2018-09-14T11:15:10+08:00,bauto 
Bermaz Auto’s focus on SUV variants a positive move | The Edge Markets,2018-06-05T10:16:50+08:00,bauto 
Bermaz Auto's profit more than doubles in 4Q; pays special dividend | The Edge Markets,2018-06-12T19:04:15+08:00,bauto 
"Bermaz, F&N, Tong Herr, Zecon | The Edge Markets",2017-11-28T13:09:11+08:00,zecon 
Bertam Alliance buys land in Sabah for condo project with RM155m GDV | The Edge Markets,2017-12-15T22:51:07+08:00,bertam 
Bertam Alliance says still working on regularisation plan | The Edge Markets,2018-07-02T23:32:55+08:00,bertam 
Bertam Alliance shares to be suspended from Thursday | The Edge Markets,2018-05-08T10:22:24+08:00,bertam 
Bertam Alliance shares to be suspended from Thursday | The Edge Markets,2018-05-07T21:16:43+08:00,bertam 
Bertam Alliance still working on regularisation plan | The Edge Markets,2018-08-01T22:42:55+08:00,bertam 
Bertam Alliance tumbles 39.29% on classification under PN17 | The Edge Markets,2018-04-05T09:29:06+08:00,bertam 
Bertam Alliance's bid to waive PN17 classification rejected | The Edge Markets,2018-04-04T22:04:09+08:00,bertam 
Bertam Alliance’s MD sells 10.2 million shares or 4.9% stake off market | The Edge Markets,2018-07-23T21:40:25+08:00,bertam 
Best IPO: Serba Dinamik outperforms despite headwinds | The Edge Markets,2018-01-02T15:00:00+08:00,serbadk 
Best Non-IPO Fundraising (Bond/Sukuk): Press Metal’s US$400 mil bond ends drought of Malaysian high-yield dollar issues | The Edge Markets,2018-01-02T16:00:00+08:00,pmetal 
Best Non-IPO Fundraising (Equity/Hybrid): IOI Prop’s one billion rights shares to fund its Marina Bay project | The Edge Markets,2018-01-02T16:00:00+08:00,ioicorp 
Bets are on for Genting Singapore on robust outlook | The Edge Markets,2018-05-11T17:27:34+08:00,genting 
Better 2H performance seen for Westports | The Edge Markets,2018-04-27T11:13:39+08:00,wprts 
Better 4Q expected for Top Glove on stronger sales | The Edge Markets,2018-09-13T11:28:55+08:00,topglov 
Better auto margins expected for UMW Holdings | The Edge Markets,2018-05-24T10:58:20+08:00,umw 
Better earnings visibility in 2HFY18 seen for Unisem | The Edge Markets,2018-08-06T11:01:49+08:00,unisem 
Better FFB production ahead seen for Sime Darby Plantation | The Edge Markets,2018-06-04T10:21:39+08:00,sime 
Better FFB production ahead seen for Sime Darby Plantation | The Edge Markets,2018-06-04T10:21:39+08:00,simeplt 
Better FY18 and FY19 earnings expected for Hong Leong Industries | The Edge Markets,2017-11-13T09:36:30+08:00,hlind 
Better FY18 and FY19 performances expected for Dialog | The Edge Markets,2017-09-27T10:37:09+08:00,dialog 
Better loan growth seen for CIMB in FY18 | The Edge Markets,2018-05-08T11:01:44+08:00,cimb 
Better overseas operations put Samchem in spotlight | The Edge Markets,2017-11-29T15:00:00+08:00,samchem 
Better performance expected from Karex in FY18 | The Edge Markets,2017-09-05T10:24:38+08:00,karex 
Better results ahead for Dialog | The Edge Markets,2017-08-18T10:25:41+08:00,dialog 
Betting on Genting Singapore as action returns to the tables | The Edge Markets,2017-11-08T13:37:46+08:00,genting 
Big Money: Why is DRB-Hicom forgoing potential billions to its controlling shareholder? | The Edge Markets,2018-03-26T14:00:00+08:00,drbhcom 
"BigPay will be worth more than AirAsia, says Fernandes | The Edge Markets",2018-01-15T13:38:39+08:00,airasia 
‘BigPay will one day be worth more than AirAsia’  | The Edge Markets,2018-01-16T09:53:08+08:00,airasia 
"BIMB 2Q net profit drops on higher personnel, overhead cost | The Edge Markets",2017-08-28T15:27:45+08:00,bimb 
BIMB 4Q17 profit up 7.3% on higher investment income | The Edge Markets,2018-02-28T19:56:05+08:00,bimb 
BIMB expected to improve asset yield from loan portfolio rebalancing | The Edge Markets,2018-08-29T11:00:23+08:00,bimb 
BIMB has no plans to dispose of stockbroking unit | The Edge Markets,2018-08-28T10:37:14+08:00,bimb 
Bimb Holdings 1Q net profit rises to RM172.14m | The Edge Markets,2018-05-30T14:36:15+08:00,bimb 
BIMB Holdings 2Q net profit up 11% | The Edge Markets,2018-08-27T14:29:19+08:00,bimb 
BIMB Holdings 2Q net profit up 11% | The Edge Markets,2018-08-27T14:02:16+08:00,bimb 
BIMB Investment targets RM150 mil for BIMB ESG sukuk fund | The Edge Markets,2018-08-08T15:45:35+08:00,bimb 
BIMB likely to repay sukuk liabilities via rights issue | The Edge Markets,2018-07-18T10:56:22+08:00,bimb 
BIMB likely to weather headwinds on strong foundation | The Edge Markets,2018-08-03T10:45:19+08:00,bimb 
BIMB names Khairul Kamarudin as CEO | The Edge Markets,2017-08-09T09:56:05+08:00,bimb 
"BIMB only bank to benefit from EPF’s Simpanan Shariah scheme, says CIMB Research | The Edge Markets",2017-08-01T06:36:07+08:00,cimb 
"BIMB only bank to benefit from EPF’s Simpanan Shariah scheme, says CIMB Research | The Edge Markets",2017-08-01T06:36:07+08:00,bimb 
BIMB to restructure once dust settles at Tabung Haji | The Edge Markets,2018-06-20T15:00:00+08:00,bimb 
BIMB says award wins reflect dedication to excellence | The Edge Markets,2017-08-24T10:13:06+08:00,bimb 
BIMB says award wins reflect dedication to excellence | The Edge Markets,2017-08-23T19:45:01+08:00,bimb 
BIMB targets financing growth of 8% in 2018 | The Edge Markets,2018-08-27T17:38:52+08:00,bimb 
"BIMB's 3Q profit up 30.5%, declares 14 sen dividend | The Edge Markets",2017-11-30T21:18:05+08:00,bimb 
BIMB's CEO Khairul Kamarudin resigns | The Edge Markets,2018-07-20T18:13:38+08:00,bimb 
"Bina Darulaman 2Q earnings slumps 83% on lower property, construction income | The Edge Markets",2017-08-02T19:02:31+08:00,bdb 
Bina Darulaman 3Q net profit down 67% on lower contribution in road and quarry division | The Edge Markets,2017-10-19T19:10:05+08:00,bdb 
Bina Darulaman bags RM18.2m irrigation tender | The Edge Markets,2017-10-03T10:39:11+08:00,bdb 
Bina Darulaman bags RM18.2m tender to develop irrigation system | The Edge Markets,2017-10-02T14:47:20+08:00,bdb 
Bina Darulaman bags RM70m road maintenance contract in Kedah | The Edge Markets,2018-06-11T15:26:35+08:00,bdb 
Bina Darulaman to capitalise on undeveloped land bank worth RM344.4m | The Edge Markets,2018-04-20T10:58:02+08:00,bdb 
Bina Darulaman to capitalise on undeveloped landbanks worth RM344.4m | The Edge Markets,2018-04-19T19:45:37+08:00,bdb 
Bina Darulaman forms business continuity management panel following MD's demise | The Edge Markets,2018-03-14T20:37:10+08:00,bdb 
Bina Darulaman MD Izham Yusoff dies aged 50 | The Edge Markets,2018-03-13T13:42:42+08:00,bdb 
Bina Darulaman posts first loss-making year since 1998 | The Edge Markets,2018-02-20T14:32:55+08:00,bdb 
Bina Darulaman reactivates exco to assist in daily ops | The Edge Markets,2018-03-16T20:24:14+08:00,bdb 
Bina Darulaman signs up 9 retailers as tenants at its Axis Commercial Hub development in Kedah | The Edge Markets,2018-04-16T15:58:17+08:00,bdb 
Bina Darulaman signs up nine retailers at its Axis Commercial Hub | The Edge Markets,2018-04-17T10:11:22+08:00,bdb 
"Bina Puri up 2.82%, breaches 36 sen hurdle | The Edge Markets",2017-08-16T09:48:08+08:00,bpuri 
Bina Puri and Titijaya re-enter JV to develop Brickfields land | The Edge Markets,2018-03-23T10:10:57+08:00,bpuri 
Bina Puri and Titijaya re-enter JV to develop Brickfields land | The Edge Markets,2018-03-22T17:25:56+08:00,bpuri 
Bina Puri bags first power project in Malaysia | The Edge Markets,2017-12-18T17:00:00+08:00,bpuri 
Bina Puri bags its first power project in Malaysia | The Edge Markets,2017-12-19T09:37:17+08:00,bpuri 
Bina Puri confident about bagging RM1b worth of jobs | The Edge Markets,2017-11-16T08:59:18+08:00,bpuri 
"Bina Puri confident of securing RM1b jobs in next 6-9 mths, set to expand presence in green energy | The Edge Markets",2017-11-15T11:53:38+08:00,bpuri 
Bina Puri gets Selangor road project | The Edge Markets,2017-09-14T13:15:48+08:00,bpuri 
Bina Puri hopes to sustain momentum despite property slump | The Edge Markets,2018-07-02T09:25:44+08:00,bpuri 
Bina Puri to launch two projects worth RM500m in 2018 | The Edge Markets,2018-06-05T23:20:01+08:00,bpuri 
Bina Puri to raise up to RM29.8m via private placement | The Edge Markets,2018-05-24T21:49:28+08:00,bpuri 
Bina Puri rises 1.45% on bagging solar plant job | The Edge Markets,2017-12-19T09:28:48+08:00,bpuri 
Bina Puri secures  RM35.5m job | The Edge Markets,2017-09-15T10:12:36+08:00,bpuri 
Bina Puri seeks collaboration with Sabah state investment arm to build hydropower plants | The Edge Markets,2018-04-03T15:41:30+08:00,bpuri 
Bina Puri seeks Sabah state collaboration for hydropower plants | The Edge Markets,2018-04-04T10:25:52+08:00,bpuri 
"Bina Puri taking a breather, says AllianceDBS Research | The Edge Markets",2017-09-18T06:26:26+08:00,bpuri 
Bina Puri to undertake RM32m Thai condo project | The Edge Markets,2017-08-15T10:12:07+08:00,bpuri 
Bina Puri to undertake RM35 mil Thailand condominium project | The Edge Markets,2017-08-14T13:39:49+08:00,bpuri 
